Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Datetime,,,,,
2025-10-20 13:30:00+00:00,255.06100463867188,255.27999877929688,254.60000610351562,255.16000366210938,840431
2025-10-20 13:31:00+00:00,255.5059051513672,255.6199951171875,254.9499969482422,255.1199951171875,134194
2025-10-20 13:32:00+00:00,255.45989990234375,255.6199951171875,255.3300018310547,255.51499938964844,28564
2025-10-20 13:33:00+00:00,255.6750030517578,255.92999267578125,255.19000244140625,255.19000244140625,203468
2025-10-20 13:34:00+00:00,255.88999938964844,256.0299987792969,255.60009765625,255.6750030517578,75227
2025-10-20 13:35:00+00:00,256.6000061035156,256.6000061035156,255.66000366210938,255.8699951171875,84321
2025-10-20 13:36:00+00:00,256.2200012207031,256.82989501953125,256.19000244140625,256.6153869628906,89558
2025-10-20 13:37:00+00:00,256.1300048828125,256.3900146484375,256.04998779296875,256.2300109863281,63806
2025-10-20 13:38:00+00:00,256.0899963378906,256.422607421875,255.94000244140625,256.1499938964844,57621
2025-10-20 13:39:00+00:00,255.7949981689453,256.1099853515625,255.60000610351562,256.1099853515625,42353
2025-10-20 13:40:00+00:00,256.1099853515625,256.1499938964844,255.77999877929688,255.9499969482422,48271
2025-10-20 13:41:00+00:00,256.4100036621094,256.4599914550781,256.0299987792969,256.1600036621094,44268
2025-10-20 13:42:00+00:00,256.5098876953125,256.6400146484375,256.3599853515625,256.44000244140625,57012
2025-10-20 13:43:00+00:00,256.364990234375,256.6300048828125,256.2699890136719,256.4700012207031,53851
2025-10-20 13:44:00+00:00,256.1000061035156,256.489990234375,256.1000061035156,256.3900146484375,25911
2025-10-20 13:45:00+00:00,255.97000122070312,256.05810546875,255.85000610351562,256.0400085449219,0
2025-10-20 13:46:00+00:00,256.2099914550781,256.2699890136719,255.9550018310547,255.96009826660156,582321
2025-10-20 13:47:00+00:00,256.55999755859375,256.5950012207031,256.19500732421875,256.25,35537
2025-10-20 13:48:00+00:00,256.3500061035156,256.58990478515625,256.3500061035156,256.54998779296875,18797
2025-10-20 13:49:00+00:00,256.489990234375,256.77130126953125,256.3699951171875,256.3699951171875,34833
2025-10-20 13:50:00+00:00,255.4550018310547,256.5050048828125,255.4199981689453,256.4949951171875,91214
2025-10-20 13:51:00+00:00,255.41000366210938,255.75999450683594,255.3509979248047,255.45750427246094,41116
2025-10-20 13:52:00+00:00,255.47000122070312,255.66949462890625,255.35800170898438,255.41000366210938,43849
2025-10-20 13:53:00+00:00,255.3000030517578,255.5198974609375,255.3000030517578,255.49000549316406,38787
2025-10-20 13:54:00+00:00,255.02999877929688,255.33999633789062,254.8000030517578,255.33999633789062,60111
2025-10-20 13:55:00+00:00,255.0399932861328,255.22999572753906,254.80999755859375,255.00999450683594,42594
2025-10-20 13:56:00+00:00,255.02999877929688,255.2100067138672,254.94000244140625,255.07000732421875,35621
2025-10-20 13:57:00+00:00,255.09500122070312,255.11500549316406,254.84010314941406,255.0399932861328,23752
2025-10-20 13:58:00+00:00,255.43499755859375,255.44979858398438,255.00999450683594,255.0399932861328,32530
2025-10-20 13:59:00+00:00,255.56500244140625,255.6199951171875,255.36000061035156,255.52000427246094,72749
2025-10-20 14:00:00+00:00,255.74000549316406,255.80999755859375,255.51499938964844,255.5800018310547,54768
2025-10-20 14:01:00+00:00,255.8000030517578,255.8498992919922,255.5,255.75999450683594,31736
2025-10-20 14:02:00+00:00,256.0299987792969,256.0484924316406,255.76170349121094,255.82049560546875,36469
2025-10-20 14:03:00+00:00,256.2499084472656,256.30999755859375,255.88999938964844,256.0299987792969,29474
2025-10-20 14:04:00+00:00,256.06890869140625,256.3599853515625,256.06890869140625,256.2250061035156,32532
2025-10-20 14:05:00+00:00,256.1099853515625,256.1549987792969,255.91000366210938,256.0,48144
2025-10-20 14:06:00+00:00,256.3999938964844,256.4700012207031,256.125,256.1499938964844,32638
2025-10-20 14:07:00+00:00,256.6449890136719,256.6600036621094,256.35009765625,256.3800048828125,34782
2025-10-20 14:08:00+00:00,256.6499938964844,256.739990234375,256.6099853515625,256.6449890136719,41979
2025-10-20 14:09:00+00:00,256.70001220703125,256.75,256.41009521484375,256.5899963378906,29982
2025-10-20 14:10:00+00:00,256.4700012207031,256.6671142578125,256.4599914550781,256.6671142578125,26329
2025-10-20 14:11:00+00:00,256.30999755859375,256.4549865722656,256.2121887207031,256.4549865722656,26592
2025-10-20 14:12:00+00:00,256.30999755859375,256.3273010253906,256.1600036621094,256.2799987792969,18548
2025-10-20 14:13:00+00:00,256.3500061035156,256.3500061035156,256.1499938964844,256.32000732421875,21402
2025-10-20 14:14:00+00:00,256.23760986328125,256.3699951171875,256.1000061035156,256.3699951171875,23658
2025-10-20 14:15:00+00:00,256.44000244140625,256.4599914550781,256.2200012207031,256.2427978515625,23733
2025-10-20 14:16:00+00:00,256.6000061035156,256.69989013671875,256.3999938964844,256.4200134277344,18300
2025-10-20 14:17:00+00:00,255.99000549316406,256.6199951171875,255.92999267578125,256.6111145019531,28378
2025-10-20 14:18:00+00:00,256.30999755859375,256.3399963378906,256.1000061035156,256.1000061035156,24724
2025-10-20 14:19:00+00:00,256.1400146484375,256.3299865722656,256.0799865722656,256.30029296875,22983
2025-10-20 14:20:00+00:00,255.94000244140625,256.20001220703125,255.92999267578125,256.1600036621094,24604
2025-10-20 14:21:00+00:00,256.0299987792969,256.05999755859375,255.80999755859375,255.93499755859375,32974
2025-10-20 14:22:00+00:00,256.25,256.3699035644531,255.97999572753906,256.0299987792969,18518
2025-10-20 14:23:00+00:00,256.0400085449219,256.25,255.9709930419922,256.239990234375,30285
2025-10-20 14:24:00+00:00,256.239013671875,256.239013671875,255.97999572753906,256.0400085449219,20475
2025-10-20 14:25:00+00:00,256.635009765625,256.6600036621094,256.1499938964844,256.2344970703125,29513
2025-10-20 14:26:00+00:00,256.73291015625,256.8699951171875,256.6300048828125,256.6400146484375,47316
2025-10-20 14:27:00+00:00,256.6600036621094,256.7250061035156,256.5520935058594,256.5849914550781,21828
2025-10-20 14:28:00+00:00,256.4599914550781,256.7250061035156,256.4100036621094,256.67999267578125,17935
2025-10-20 14:29:00+00:00,256.5950012207031,256.6300048828125,256.4599914550781,256.510009765625,43107
2025-10-20 14:30:00+00:00,256.4649963378906,256.5950012207031,256.4649963378906,256.5950012207031,18125
2025-10-20 14:31:00+00:00,256.54998779296875,256.55999755859375,256.4100036621094,256.4700012207031,18758
2025-10-20 14:32:00+00:00,256.7189025878906,256.7699890136719,256.510009765625,256.5400085449219,17960
2025-10-20 14:33:00+00:00,256.5899963378906,256.79998779296875,256.5899963378906,256.739990234375,23581
2025-10-20 14:34:00+00:00,256.4200134277344,256.6199951171875,256.4200134277344,256.6199951171875,15176
2025-10-20 14:35:00+00:00,256.489990234375,256.58990478515625,256.3349914550781,256.3999938964844,19022
2025-10-20 14:36:00+00:00,256.30999755859375,256.5,256.2799987792969,256.4826965332031,23518
2025-10-20 14:37:00+00:00,256.489990234375,256.489990234375,256.2200012207031,256.3399963378906,20556
2025-10-20 14:38:00+00:00,256.5,256.572509765625,256.4447021484375,256.4700012207031,17561
2025-10-20 14:39:00+00:00,256.510009765625,256.5899963378906,256.3424987792969,256.539794921875,21459
2025-10-20 14:40:00+00:00,256.75,256.8599853515625,256.57000732421875,256.6000061035156,23960
2025-10-20 14:41:00+00:00,256.7799987792969,256.7850036621094,256.6400146484375,256.7300109863281,12075
2025-10-20 14:42:00+00:00,256.29998779296875,256.80499267578125,256.2900085449219,256.7799987792969,72276
2025-10-20 14:43:00+00:00,256.3900146484375,256.42999267578125,256.05999755859375,256.2900085449219,47700
